SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,FireplaceQu,LotFrontage
164000,6,1216,2,1216,2,1998,,32.0
132500,5,999,1,999,1,1962,,
147000,5,1113,1,1113,1,1950,Gd,80.0
156000,5,1073,2,1073,1,1965,,79.0
175000,5,1484,2,1484,2,1971,TA,70.0
160000,5,2414,2,954,2,1900,Gd,60.0
86000,4,630,1,630,1,1970,,21.0
115000,5,1304,1,264,1,1976,Gd,
133000,6,1578,1,806,1,1941,TA,79.0
172785,6,1456,2,728,2,2006,,105.0
155000,5,1269,1,1269,1,1960,Fa,70.0
91300,5,886,1,190,1,1938,,50.0
34900,4,720,0,720,1,1920,,60.0
430000,8,3228,2,3200,3,1992,Gd,
184000,7,1820,1,1026,2,1925,,60.0
130000,5,899,1,864,1,1967,,65.0
120000,5,912,1,912,1,1958,,70.0
113000,6,1218,1,672,1,1973,,21.0
226700,7,1768,2,866,2,2005,,75.0
140000,5,1214,2,1214,1,1965,,70.0
289000,7,1801,2,1501,2,1959,TA,100.0
147000,6,1322,2,855,2,1974,Fa,24.0
124500,5,1960,2,960,2,1952,,60.0
215000,8,1911,2,777,2,1993,TA,80.0
208300,6,1218,2,1218,2,2009,,75.0
161000,7,1378,2,689,2,1928,Gd,60.0
124500,5,1041,1,1041,1,1959,,80.0
164900,5,1363,1,1008,1,1951,TA,75.0
202665,7,1368,2,1368,2,2005,Gd,40.0
129900,5,864,2,864,1,1958,,70.0
134000,6,1080,2,1084,1,1983,,71.0
96500,5,789,1,768,1,1926,,55.0
402861,10,2020,3,2006,2,2009,Gd,94.0
158000,6,2119,2,689,2,1972,TA,
265000,7,2344,3,1264,2,1996,TA,79.0
211000,6,1796,2,794,2,1998,,
234000,7,2080,1,1276,1,1926,Gd,53.0
106250,4,1294,0,0,2,1900,,60.0
150000,6,1244,1,1244,1,1957,Gd,90.0
159000,6,1664,2,1004,2,1947,Gd,50.0
184750,10,4676,3,3138,3,2007,Gd,130.0
315750,7,2398,3,1379,2,1996,TA,95.0
176000,7,1266,2,1257,2,2005,TA,62.0
132000,5,928,1,928,1,1956,,70.0
446261,9,2713,3,1452,2,2008,Gd,67.0
86000,4,605,0,528,1,1920,,58.0
200624,6,2515,2,2035,3,1957,TA,
175000,6,1509,2,1461,2,1988,Fa,85.0
128000,6,1362,2,611,2,1920,,60.0
107500,5,827,1,0,1,1955,Po,60.0
39300,1,334,0,0,1,1946,,50.0
178000,8,1414,2,707,2,2004,Gd,74.0
107500,5,1347,0,1117,1,1910,,70.0
188000,7,1724,2,880,2,1998,,57.0
111250,4,864,2,864,1,1972,,
158000,5,1159,1,1051,1,1968,Fa,
272000,8,1601,2,1581,2,2001,TA,
315000,9,1838,3,1838,2,2006,Gd,85.0
248000,8,2285,3,969,2,2000,TA,
213250,7,1680,2,1650,2,1998,TA,78.0
133000,7,767,1,723,1,1998,,34.0
179665,7,1496,2,654,2,2006,Gd,58.0
229000,7,2183,3,1204,2,1988,,
210000,6,1635,2,1065,1,1923,Gd,70.0
129500,5,768,2,768,1,1970,,54.0
125000,5,825,2,825,1,1955,,49.0
263000,7,2094,2,912,2,2003,Gd,75.0
140000,6,1069,2,1069,2,1977,,53.0
112500,5,928,1,928,1,1957,,50.0
255500,8,1717,3,1709,2,2006,Gd,87.0
108000,4,1126,2,0,2,1949,,67.0
284000,7,2046,3,998,2,2003,Gd,85.0
113000,5,1048,1,993,1,1922,Gd,58.0
141000,5,1092,1,1092,1,1957,TA,69.0
108000,4,1336,1,637,1,1920,,60.0
175000,7,1446,2,729,2,1996,TA,57.0
234000,7,1557,2,1374,2,2003,TA,
121500,5,1392,2,1392,1,1957,Gd,
170000,5,1389,2,1389,1,1974,TA,77.0
108000,5,996,0,996,1,1940,Gd,63.0
185000,6,1674,2,1163,2,1918,Gd,66.0
268000,7,2295,2,1095,2,1992,TA,
128000,6,1647,1,806,1,1915,,66.0
325000,9,2504,3,1122,2,2005,Gd,77.0
214000,7,1535,2,1517,2,2004,,70.0
316600,8,2132,2,1496,1,1983,Gd,79.0
135960,5,943,2,943,1,1979,TA,
142600,5,1728,2,1728,2,1965,,74.0
120000,6,864,1,864,1,1959,,60.0
224500,7,1692,2,846,2,2009,,83.0
170000,7,1430,2,384,2,2000,TA,76.0
139000,5,1109,1,372,1,1971,,70.0
118500,5,1216,1,832,1,1947,,80.0
145000,7,1477,1,861,2,1928,Gd,52.0
164500,5,1320,2,1164,1,1966,Fa,96.0
146000,7,1392,2,689,2,2007,,34.0
131500,5,1795,1,1050,2,1954,,81.0
181900,6,1429,2,1144,1,1960,Gd,
253293,8,2042,3,2042,2,2008,Gd,98.0
118500,6,816,0,816,1,1990,,81.0
325000,10,2775,2,1237,3,1893,Gd,75.0
133000,4,1573,1,884,1,1935,,51.0
369900,8,2028,3,1868,2,2005,Gd,88.0
130000,6,838,1,816,1,1918,,55.0
137000,5,860,2,840,1,1982,,74.0
143000,5,1473,1,1437,1,1968,Gd,65.0
79500,5,935,1,742,1,1930,,50.0
185900,7,1582,2,770,2,2004,,64.0
451950,10,2296,3,1722,2,2008,Gd,97.0
138000,5,816,2,816,1,1982,,60.0
140000,6,848,2,848,1,2003,,
110000,5,924,1,924,1,1975,,88.0
319000,8,1826,3,1814,2,2005,TA,69.0
114504,6,1368,1,684,1,1910,,60.0
194201,7,1402,3,1258,0,2006,Gd,53.0
217500,5,1647,2,1430,2,1977,TA,80.0
151000,6,1556,2,716,2,1980,TA,24.0
275000,8,1904,2,1058,2,2005,Gd,74.0
141000,6,1375,1,780,1,1937,Gd,50.0
220000,8,1915,2,908,2,1992,TA,80.0
151000,7,1200,2,600,2,2004,,30.0
221000,7,1494,2,1494,2,2002,TA,88.0
205000,7,1986,2,768,2,1965,Fa,85.0
152000,5,1040,2,1040,1,1996,,82.0
225000,5,2008,1,896,3,1948,,78.0
359100,8,3194,2,965,2,1934,Gd,78.0
118500,4,1029,1,1029,1,1961,,61.0
313000,9,2153,3,1440,2,2000,Ex,
148000,6,1032,2,1032,2,1978,TA,
261500,8,1872,2,1299,2,2001,TA,
147000,5,1120,0,1120,1,2007,,70.0
75500,4,630,0,630,1,1972,,21.0
137500,6,1054,2,936,1,1963,,80.0
183200,6,1509,2,783,2,2002,Gd,
105500,6,832,2,832,1,1954,,59.0
314813,9,1828,3,1822,2,2007,Gd,90.0
305000,8,2262,3,1482,2,2003,Gd,85.0
67000,3,864,0,864,1,1914,,45.0
240000,6,2614,2,1522,2,1974,TA,90.0
135000,5,980,2,980,1,1977,,71.0
168500,6,1512,2,756,2,2000,TA,
165150,6,1790,2,732,1,1972,TA,80.0
160000,6,1116,2,1116,1,1962,,87.0
139900,5,1422,1,978,1,1960,TA,
153000,6,1520,1,1156,1,1955,Gd,80.0
135000,5,2080,2,1040,1,1969,TA,70.0
168500,6,1350,2,1248,1,1964,,82.0
124000,5,1750,1,636,1,1880,,50.0
209500,8,1554,2,1554,2,2006,Gd,34.0
82500,7,1411,2,1386,2,1977,TA,85.0
139400,5,1056,1,1056,1,1954,,80.0
144000,6,1056,2,1056,0,1980,,64.0
200000,6,3395,0,1440,2,1914,,60.0
60000,2,800,0,264,1,1936,Po,51.0
93000,5,1387,1,811,2,1954,,50.0
85000,5,796,0,796,1,1910,,67.0
264561,8,1567,3,1520,2,2006,Gd,53.0
274000,8,1518,2,1518,1,2003,Gd,62.0
226000,7,1929,2,1057,2,2001,TA,
345000,8,2704,2,1952,2,1972,TA,75.0
152000,5,1620,2,780,2,1969,,80.0
370878,9,1766,3,1766,2,2009,Gd,85.0
143250,6,981,2,981,1,1971,,
98300,5,1048,2,0,1,1950,,60.0
155000,6,1094,2,1094,1,1953,Gd,85.0
155000,6,1839,2,756,1,1966,TA,70.0
84500,4,630,0,630,1,1970,,21.0
205950,7,1665,2,813,2,2007,,65.0
108000,4,1510,1,755,1,1940,Gd,60.0
191000,7,1716,2,880,2,1996,TA,70.0
135000,6,1469,1,756,1,1906,,60.0
350000,8,2113,3,2109,2,1995,TA,91.0
88000,6,1092,1,525,1,1971,,21.0
145500,5,1053,1,1053,1,1959,,72.0
149000,7,1502,1,776,1,1931,Gd,60.0
97500,6,1458,1,912,1,1948,Gd,78.0
167000,5,1486,2,1486,1,1964,,75.0
197900,7,1935,2,793,2,1976,TA,
402000,8,2448,3,1629,2,1994,TA,52.0
110000,6,1392,2,1392,1,1968,TA,120.0
137500,4,1181,2,1138,2,1972,,90.0
423000,8,2097,3,2077,1,2005,Ex,49.0
230500,8,1936,2,1406,2,2000,TA,106.0
129000,6,2380,2,1021,2,1965,Po,
193500,6,1679,2,1408,2,1994,Fa,65.0
168000,5,1437,2,1188,1,1956,TA,
137500,4,1180,1,700,1,1922,Gd,80.0
173500,6,1476,2,738,2,2005,,64.0
103600,6,1369,1,672,2,1925,,54.0
165000,6,1208,2,1208,1,1977,TA,
257500,6,1839,2,1477,2,1957,TA,110.0
140000,6,1136,1,1136,1,1965,Gd,80.0
148500,6,1441,2,855,2,1978,TA,24.0
87000,4,1774,3,1095,2,1900,,60.0
109500,5,792,1,768,1,1924,,52.0
372500,8,2046,3,2046,2,2008,Gd,80.0
128500,5,988,2,988,1,1961,,
143000,6,923,1,923,2,1980,TA,50.0
159434,5,1520,1,793,1,1932,,55.0
173000,6,1291,2,1291,1,1996,Gd,
285000,9,1668,3,1626,2,2002,TA,90.0
221000,7,1839,2,1195,2,1998,,58.0
207500,7,2090,2,1190,2,1984,TA,
227875,7,1761,2,874,3,2007,,84.0
148800,7,1102,2,551,2,2004,,
392000,8,1419,2,1419,2,2007,Gd,60.0
194700,6,1362,2,1362,2,2005,Gd,61.0
141000,6,848,2,848,1,2004,TA,
755000,10,4316,3,2444,3,1994,Ex,104.0
335000,7,2519,2,1210,2,1989,Gd,42.0
108480,5,1073,1,1073,1,1921,,60.0
141500,5,1539,2,927,1,1936,,51.0
176000,6,1137,2,1112,2,1987,TA,54.0
89000,5,616,1,616,1,1921,,50.0
123500,5,1148,1,980,1,1952,,57.0
138500,5,894,1,894,1,1965,Gd,65.0
196000,7,1391,2,1391,2,2004,,59.0
312500,8,1800,3,1800,2,2002,Gd,85.0
140000,7,1164,2,1164,1,1969,,80.0
361919,8,2576,3,1234,2,2006,Gd,82.0
140000,5,1812,2,360,2,1900,Po,76.0
213000,7,1484,2,1473,2,2004,,70.0
55000,4,1092,0,0,2,1930,,70.0
302000,7,1824,2,1643,2,1971,TA,
254000,8,1324,2,1324,2,2006,Gd,48.0
179540,7,1456,2,728,2,2007,Gd,65.0
109900,5,904,1,876,1,1966,,
52000,3,729,0,270,1,1935,,56.0
102776,4,1178,1,859,1,1900,,66.0
189000,8,1228,2,1228,2,1988,Gd,40.0
129000,4,960,2,960,1,1970,,60.0
130500,6,1479,2,725,2,1976,,
165000,6,1350,2,1064,2,1974,TA,78.0
159500,7,2554,2,718,1,1890,,60.0
157000,5,1178,2,1176,1,1973,Fa,80.0
341000,7,2418,3,1311,2,1993,TA,96.0
128500,5,971,1,971,1,1969,Po,69.0
275000,8,1742,2,1742,2,1985,TA,
143000,6,848,2,848,1,2004,,
124500,4,864,2,864,1,1970,,70.0
135000,4,1470,1,941,2,1954,,60.0
320000,9,1698,3,1698,2,2007,Gd,86.0
120500,4,864,2,864,1,1970,,60.0
222000,6,1680,2,880,2,1988,Gd,
194500,7,1232,2,1232,2,2007,,64.0
110000,5,1776,3,1584,2,1958,,85.0
103000,4,1208,2,780,1,1925,,52.0
236500,8,1616,2,1595,2,1995,TA,39.0
187500,7,1146,2,868,2,2003,Gd,73.0
222500,7,2031,2,1153,2,1998,TA,75.0
131400,5,1144,1,864,1,1961,TA,80.0
108000,5,948,1,948,1,1968,,
163000,7,1768,2,880,1,1914,TA,60.0
93500,3,1040,2,0,2,1950,,60.0
239900,8,1801,3,893,2,2005,Gd,72.0
179000,5,1200,0,1200,3,1987,,60.0
190000,7,1728,2,864,2,2004,,65.0
132000,5,1432,2,264,2,1910,,60.0
142000,6,912,1,912,1,1961,,65.0
179000,7,1349,2,1349,2,2000,,65.0
175000,5,1464,2,520,2,1963,TA,70.0
180000,8,1337,2,1337,2,1993,TA,41.0
299800,8,2715,2,1142,3,1976,TA,
236000,7,2256,2,952,2,2000,TA,
265979,7,2640,4,1240,1,1880,Gd,65.0
260400,7,1720,2,1720,2,1996,TA,59.0
98000,4,1529,1,0,2,1945,,50.0
96500,4,1140,0,576,1,1910,,55.0
162000,7,1320,2,660,2,2003,,
217000,6,1494,2,1479,2,1997,,79.0
275500,8,2098,3,1030,2,2005,Gd,80.0
156000,6,1026,2,1026,1,1969,,61.0
172500,6,1471,2,729,2,1999,,34.0
212000,8,1768,2,866,2,2007,,68.0
158900,6,1386,2,672,2,1978,TA,
179400,7,1501,2,744,2,1999,,24.0
290000,8,2531,3,1318,2,1995,TA,65.0
127500,6,864,1,864,1,1959,,70.0
100000,5,1301,2,1145,1,1924,,60.0
215200,7,1547,2,756,2,2009,,72.0
337000,8,2365,3,1252,2,1999,Gd,82.0
270000,8,1494,2,1494,1,1995,Gd,30.0
264132,9,1506,2,1498,2,2008,Gd,75.0
196500,7,1714,2,980,2,1988,TA,80.0
160000,6,1750,1,983,2,1940,,75.0
216837,7,1836,2,1860,2,2004,Gd,70.0
538000,8,3279,3,1650,3,2003,Gd,47.0
134900,5,858,2,858,1,1982,,
102000,4,1220,2,836,1,1951,,67.0
107000,6,1117,2,1029,1,1976,TA,94.0
114500,5,912,1,912,1,1958,,70.0
395000,8,1973,3,1935,2,2006,Gd,110.0
162000,6,1204,2,1204,2,1998,,32.0
221500,7,1614,3,1614,2,2005,,86.0
142500,5,894,2,864,1,1974,Fa,100.0
144000,5,2020,2,0,2,1977,TA,60.0
135000,6,1004,2,975,1,1977,,78.0
176000,7,1253,2,1237,2,1995,TA,63.0
175900,6,1603,2,761,2,1992,,65.0
187100,7,1430,2,1413,2,2001,,67.0
165500,5,1110,2,1097,1,1978,TA,
128000,6,1484,0,742,2,1914,Gd,35.0
161500,6,1342,2,1372,2,1967,Gd,
139000,5,1652,1,686,2,1915,,60.0
233000,7,2084,2,956,2,2004,,76.0
107900,4,901,1,901,1,1954,,50.0
187500,6,2087,2,832,2,1966,,
160200,7,1145,2,1145,2,2005,Gd,43.0
146800,6,1062,2,1029,1,1976,TA,
269790,7,2013,2,1117,2,1996,TA,92.0
225000,8,1496,2,1496,2,2007,,76.0
194500,7,1895,2,712,2,1994,TA,
171000,6,1564,2,650,2,1980,TA,70.0
143500,6,1285,2,660,1,1977,TA,71.0
110000,5,773,1,773,1,1953,,57.0
485000,9,3140,3,1926,3,2008,Gd,104.0
175000,5,1768,1,731,1,1937,TA,60.0
200000,6,1688,2,616,2,1997,,79.0
109900,4,1196,2,1196,1,1916,,40.0
189000,7,1456,2,728,2,2005,Gd,63.0
582933,9,2822,3,1734,3,2008,Gd,107.0
118000,5,1128,1,936,1,1954,,75.0
227680,7,1428,2,1417,2,2008,,91.0
135500,5,980,1,980,2,1967,,75.0
223500,5,1576,2,1324,1,1923,TA,144.0
159950,5,1086,2,1024,1,1966,Gd,85.0
106000,5,2138,2,849,2,1898,,90.0
181000,6,1309,2,1040,1,1974,Fa,78.0
144500,6,848,2,848,1,2004,Gd,
55993,5,1044,2,540,1,1952,,66.0
157900,6,1442,1,1442,1,1958,,75.0
116000,5,1250,1,686,1,1918,,45.0
224900,7,1661,2,1649,2,1998,,48.0
137000,5,1008,1,1008,1,1954,Gd,
271000,8,1689,3,1568,2,2002,Gd,
155000,6,1052,2,1010,1,1971,,80.0
224000,7,1358,2,1358,2,2009,Gd,44.0
183000,7,1640,2,798,2,2003,,72.0
93000,4,936,2,936,1,1953,,60.0
225000,7,1733,2,847,2,2003,Gd,
139500,6,1489,1,778,2,1940,Gd,60.0
232600,8,1489,2,1489,2,2006,Gd,81.0
385000,10,2084,3,2078,2,2007,Gd,114.0
109500,5,784,0,784,1,1924,,50.0
189000,7,1434,2,1454,2,2001,TA,65.0
185000,5,2126,2,1013,2,1967,,
147400,7,1223,2,600,2,2005,,24.0
166000,6,1392,2,1392,1,1957,Gd,80.0
151000,7,1200,2,600,2,2005,,30.0
237000,7,1829,2,941,2,2003,TA,44.0
167000,6,1516,2,1516,1,1964,,100.0
139950,5,1144,2,1144,1,1961,,75.0
128000,4,1067,2,1067,2,1950,,60.0
153500,5,1559,2,1559,1,1948,,90.0
100000,6,987,1,483,1,1973,,21.0
144000,5,1099,1,1099,1,1995,,75.0
130500,5,1200,1,768,1,1946,,70.0
140000,6,1482,1,672,2,1925,,
157500,5,1539,2,650,2,1904,Po,60.0
174900,6,1165,2,1127,1,1966,,82.0
141000,5,1800,0,1800,2,1961,,80.0
153900,5,1416,3,876,1,1915,Gd,100.0
171000,5,1701,2,1390,2,1975,TA,
213000,7,1775,2,740,2,1993,TA,75.0
133500,5,864,1,864,1,1972,Fa,36.0
240000,6,2358,2,907,3,1908,Gd,75.0
187000,6,1855,2,528,2,1976,TA,80.0
131500,6,848,2,848,1,2003,,36.0
215000,8,1456,2,1273,2,2003,TA,
164000,7,1646,1,918,2,1941,Gd,53.0
158000,6,1445,2,1127,1,1964,Fa,
170000,5,1779,2,1763,1,1955,Gd,102.0
127000,5,1040,1,1040,1,1962,,
147000,6,1026,2,940,1,1978,,
174000,6,1481,2,702,2,1994,TA,65.0
152000,7,1370,2,1090,2,1976,TA,80.0
250000,6,2654,2,1054,2,1968,Gd,
189950,7,1426,1,912,1,1918,Gd,55.0
131500,5,1039,2,1039,1,1965,,75.0
152000,6,1097,2,1040,2,1984,,81.0
132500,5,1148,1,1148,1,1959,,70.0
250580,7,1372,2,1372,2,2007,,72.0
148500,5,1002,2,1002,1,1970,,
248900,8,1646,3,1638,2,2006,Gd,67.0
129000,4,1120,2,1040,1,1961,,85.0
169000,5,2320,2,0,2,1948,TA,
236000,7,1949,2,1050,2,1993,TA,80.0
109500,5,894,1,894,1,1962,,60.0
200500,6,1682,2,804,2,1998,,70.0
116000,5,910,2,105,1,1953,,74.0
133000,5,1268,1,832,1,1949,Gd,60.0
66500,5,1131,1,676,1,1941,,52.0
303477,8,2610,2,1184,2,2007,Gd,75.0
132250,4,1040,2,1064,1,1963,,94.0
350000,9,2224,3,1462,2,2004,Gd,74.0
148000,5,1155,2,1109,1,1961,,88.0
136500,5,864,1,864,1,1978,,
157000,5,1090,2,1090,1,2005,,60.0
187500,7,1717,2,1156,2,1990,TA,44.0
178000,6,1593,2,808,2,1992,TA,
118500,4,2230,1,795,1,1912,,60.0
100000,5,892,1,892,1,1967,,65.0
328900,9,1709,2,1698,2,1999,TA,50.0
145000,5,1712,2,1626,2,1959,,70.0
135500,5,1393,1,816,1,1955,,59.0
268000,8,2217,2,2217,2,1970,TA,95.0
149500,6,1505,2,1505,1,1953,TA,128.0
122900,5,924,2,672,1,1949,Po,60.0
172500,6,1683,2,918,2,1978,TA,70.0
154500,6,1068,1,1059,1,1963,,70.0
165000,5,1383,1,1383,1,1954,Gd,
118858,5,1535,2,0,2,1979,,64.0
140000,6,1796,2,780,1,1963,TA,71.0
106500,4,951,1,951,1,1936,,50.0
142953,5,2240,2,0,2,1979,,64.0
611657,9,2364,3,2330,2,2009,Gd,100.0
135000,5,1236,1,912,1,1961,TA,65.0
110000,4,858,1,858,1,1971,,
153000,5,1306,1,992,1,1957,,64.0
180000,7,1509,2,783,2,2003,Gd,63.0
240000,7,1670,3,1670,2,2006,Gd,50.0
125500,5,902,1,876,1,1967,,
128000,5,1063,1,1056,1,1954,,80.0
255000,8,1636,3,1623,2,2006,Gd,116.0
250000,7,2057,1,1017,1,1936,Gd,86.0
131000,5,902,2,864,1,1983,,
174000,6,1484,2,742,2,2005,Gd,149.0
154300,5,2274,2,1105,2,1960,,80.0
143500,5,1268,1,1268,1,1977,,
88000,5,1015,1,768,1,1925,,51.0
145000,5,2002,3,1001,2,1949,,82.0
173733,6,1224,2,612,2,2009,,30.0
75000,4,1092,1,546,1,1970,,21.0
35311,2,480,1,480,0,1949,,50.0
135000,4,1229,1,1134,1,1956,,
238000,7,2127,3,1104,2,1991,TA,103.0
176500,6,1414,2,1184,1,1958,TA,87.0
201000,6,1721,2,928,2,1994,,70.0
145900,5,2200,0,1272,2,1900,,67.0
169990,6,1316,2,1316,2,2005,Gd,65.0
193000,6,1617,2,1604,2,1993,Fa,50.0
207500,6,1686,2,1686,2,1980,TA,79.0
175000,5,1126,2,1126,2,1977,,
285000,8,2374,3,1181,2,2003,Gd,93.0
176000,7,1978,2,832,2,1968,Gd,
236500,8,1788,2,1753,2,2001,TA,
222000,7,2236,2,964,2,1997,TA,
201000,8,1466,3,1466,2,2007,,73.0
117500,5,925,1,925,1,1965,,70.0
320000,9,1905,3,1905,2,2006,Gd,84.0
190000,7,1500,2,1500,2,2004,,63.0
242000,7,2069,2,585,2,1960,Gd,313.0
79900,4,747,2,600,1,1926,,52.0
184900,7,1200,2,1176,2,2003,,67.0
253000,7,1971,2,1113,2,2005,Gd,75.0
239799,7,1962,3,1391,2,2006,,73.0
244400,7,2403,1,1032,2,1940,TA,
150900,6,1728,2,1728,2,1976,,55.0
214000,7,2060,2,992,2,1999,TA,
150000,4,1440,0,1440,2,1977,,42.0
143000,5,1632,2,1632,2,1967,,100.0
137500,6,1344,2,819,1,1958,Gd,
124900,5,1869,2,1088,1,1890,,98.0
143000,5,1144,1,1144,1,1959,TA,70.0
270000,8,1629,3,1616,2,2002,Gd,85.0
192500,7,1776,2,936,2,2002,TA,65.0
197500,6,1381,2,1161,1,1972,TA,78.0
129000,5,864,2,864,1,1950,,60.0
119900,5,965,1,828,1,1965,,60.0
133900,5,768,1,768,1,1972,,60.0
172000,5,1968,2,784,2,1969,Po,
127500,6,980,0,945,2,1975,,35.0
145000,6,1958,2,979,2,1946,,82.0
124000,6,1229,2,561,1,1980,TA,24.0
132000,5,1057,2,1057,1,1962,,70.0
185000,7,1337,2,1337,2,2003,,65.0
155000,7,1416,2,696,2,1999,,24.0
116500,5,858,0,858,1,1958,,50.0
272000,6,2872,2,1330,2,1977,TA,
155000,6,1548,2,804,2,1976,TA,24.0
239000,9,1800,2,1800,2,2007,,122.0
214900,7,1894,2,817,2,2002,Gd,80.0
178900,6,1484,2,783,2,2005,Gd,65.0
160000,5,1308,1,728,1,1940,TA,130.0
135000,5,1098,1,1098,1,1955,,
37900,3,968,0,600,1,1910,,50.0
140000,6,1095,1,588,1,1958,,75.0
135000,4,1192,0,720,1,1949,,60.0
